Signal Name,Original_Signal (Time Cut)
holding_voltage,2.993590569191909
unloading_parameter,[-3.71252544e-08  2.12889818e-04 -4.17325462e-01  2.81499703e+02]
peak_time,1851.43
peak_value,2.99366
peak_mean,2.9938752159999997
plus_minus_toleranz,0.0011592195413724928
U3,0.009301737654903164
U3_mean,0.009516953654902682
manufacturer,vishay
capacitance,25
typ,C
methode,A
klass,3
dut,1
version,2
U_R,3.0
ESR,0.034
I_c,2.322
I_dc,0.3





time,value,derivative
1851.43,2.99366,-0.667400000000636
1851.44,2.986986,-0.3530000000003213
1851.45,2.9866,-0.0578500000000588
1851.46,2.985829,-0.04240000000001487
1851.47,2.985752,-0.027000000000015234
1851.48,2.985289,-0.019300000000043838
1851.49,2.985366,-0.030900000000031014
1851.5,2.984671,-0.05400000000003047
1851.51,2.984286,-0.030850000000015143
1851.52,2.984054,-0.011600000000015598
1851.53,2.984054,-0.019300000000015416
1851.54,2.983668,-0.030850000000043565
1851.55,2.983437,0.0
1851.56,2.983668,0.003849999999999909
1851.57,2.983514,-0.015400000000028058
1851.58,2.98336,-0.034699999999219244
1851.5900000000001,2.98282,-0.015449999998963904
1851.6000000000001,2.983051,0.0
1851.6100000000001,2.98282,-0.019300000000015416
1851.6200000000001,2.982665,-0.015449999999987085
1851.63,2.982511,-0.015450000000015507
1851.64,2.982356,-0.015450000000015507
1851.65,2.982202,-0.019249999999999545
1851.66,2.981971,-0.011549999999999727
1851.67,2.981971,-0.011600000000015598
1851.68,2.981739,-0.030900000000031014
1851.69,2.981353,-0.019300000000015416
1851.7,2.981353,-0.0038500000000283308
1851.71,2.981276,-0.0038500000000283308
1851.72,2.981276,-0.011549999999999727
1851.73,2.981045,-0.019299999999986994
1851.74,2.98089,-0.027000000000015234
1851.75,2.980505,0.003899999999987358
1851.76,2.980968,0.015399999999999636
1851.77,2.980813,-0.027000000000043656
1851.78,2.980428,-0.015399999999999636
1851.79,2.980505,-0.007749999999987267
1851.8,2.980273,-0.027050000000031105
1851.81,2.979964,-0.023150000000015325
1851.82,2.97981,-0.007699999999999818
1851.83,2.97981,-0.015399999999488045
1851.8400000000001,2.979502,-0.023149999999560578
1851.8500000000001,2.979347,0.0038500000000283308
1851.8600000000001,2.979579,0.0038499999999714873
1851.8700000000001,2.979424,-0.027000000000043656
1851.88,2.979039,-0.007699999999971396
1851.89,2.97927,0.003849999999999909
1851.9,2.979116,-0.011550000000028149
1851.91,2.979039,-0.003849999999999909
1851.92,2.979039,-0.007750000000015689
1851.93,2.978884,-0.015450000000015507
1851.94,2.97873,-0.015399999999999636
1851.95,2.978576,-0.019300000000015416
1851.96,2.978344,-0.023150000000015325
1851.97,2.978113,-0.023150000000015325
1851.98,2.977881,-0.015450000000015507
1851.99,2.977804,-0.00770000000002824
1852.0,2.977727,-0.007750000000015689
1852.01,2.977649,-0.007749999999987267
1852.02,2.977572,-0.00770000000002824
1852.03,2.977495,-0.0038500000000283308
1852.04,2.977495,0.0
1852.05,2.977495,-0.015399999999999636
1852.06,2.977187,-0.023150000000015325
1852.07,2.977032,0.003849999999999909
1852.08,2.977264,0.007750000000271484
1852.0900000000001,2.977187,-0.027000000000157343
1852.1000000000001,2.976724,-0.03475000000003092
1852.1100000000001,2.976492,-0.007699999999999818
1852.1200000000001,2.97657,-0.007699999999999818
1852.13,2.976338,-0.015450000000015507
1852.14,2.976261,-0.007750000000015689
1852.15,2.976183,0.0
1852.16,2.976261,-0.003849999999999909
1852.17,2.976106,-0.015450000000015507
1852.18,2.975952,-0.007699999999999818
1852.19,2.975952,-0.007699999999999818
1852.2,2.975798,-0.007699999999999818
1852.21,2.975798,-0.003849999999999909
1852.22,2.975721,-0.011600000000015598
1852.23,2.975566,-0.011600000000015598
1852.24,2.975489,-0.015399999999999636
1852.25,2.975258,-0.030850000000043565
1852.26,2.974872,-0.015450000000015507
1852.27,2.974949,-0.011600000000015598
1852.28,2.97464,-0.015450000000043929
1852.29,2.97464,0.007750000000015689
1852.3,2.974795,-0.011549999999999727
1852.31,2.974409,-0.015449999999987085
1852.32,2.974486,-0.007699999999999818
1852.33,2.974255,-0.01929999999990173
1852.3400000000001,2.9741,-0.007749999999731472
1852.3500000000001,2.9741,0.0
1852.3600000000001,2.9741,0.0
1852.3700000000001,2.9741,-0.003849999999999909
1852.38,2.974023,-0.05400000000005889
1852.39,2.97302,-0.023150000000015325
1852.4,2.97356,0.03855000000004338
1852.41,2.973791,-0.023150000000015325
1852.42,2.973097,-0.03855000000004338
1852.43,2.97302,0.003849999999999909
1852.44,2.973174,0.0
1852.45,2.97302,-0.015400000000028058
1852.46,2.972866,-0.007699999999999818
1852.47,2.972866,0.0
1852.48,2.972866,-0.019300000000015416
1852.49,2.97248,-0.007750000000015689
1852.5,2.972711,0.011549999999999727
1852.51,2.972711,-0.027000000000015234
1852.52,2.972171,-0.019299999999986994
1852.53,2.972325,-0.007699999999999818
1852.54,2.972017,-0.023100000000027876
1852.55,2.971863,-0.003849999999999909
1852.56,2.97194,-0.027050000000031105
1852.57,2.971322,-0.030900000000031014
1852.58,2.971322,0.003849999999886222
1852.5900000000001,2.971399,0.003849999999886222
1852.6000000000001,2.971399,-0.011549999999999727
1852.6100000000001,2.971168,-0.019250000000027967
1852.6200000000001,2.971014,-0.023150000000015325
1852.63,2.970705,-0.023150000000015325
1852.64,2.970551,-0.011550000000028149
1852.65,2.970474,0.00770000000002824
1852.66,2.970705,0.019250000000027967
1852.67,2.970859,-0.00770000000002824
1852.68,2.970551,-0.0038500000000283308
1852.69,2.970782,-0.011600000000015598
1852.7,2.970319,-0.030850000000015143
1852.71,2.970165,-0.019299999999986994
1852.72,2.969933,-0.019300000000015416
1852.73,2.969779,-0.00770000000002824
1852.74,2.969779,-0.003849999999999909
1852.75,2.969702,0.0
1852.76,2.969779,-0.007699999999999818
1852.77,2.969548,-0.015400000000028058
1852.78,2.969471,0.007699999999999818
1852.79,2.969702,-0.015450000000015507
1852.8,2.969162,-0.027000000000043656
1852.81,2.969162,0.0
1852.82,2.969162,-0.007749999999987267
1852.83,2.969007,-0.011599999999958754
1852.8400000000001,2.96893,-0.01925000000005639
1852.8500000000001,2.968622,-0.015400000000028058
1852.8600000000001,2.968622,-0.0038499999999714873
1852.8700000000001,2.968545,-0.011600000000015598
1852.88,2.96839,-0.023150000000043747
1852.89,2.968082,-0.019250000000027967
1852.9,2.968005,-0.007750000000015689
1852.91,2.967927,-0.015449999999987085
1852.92,2.967696,-0.007699999999999818
1852.93,2.967773,-0.003849999999999909
1852.94,2.967619,-0.003849999999999909
1852.95,2.967696,0.0
1852.96,2.967619,-0.019300000000015416
1852.97,2.96731,-0.019300000000043838
1852.98,2.967233,-0.007699999999999818
1852.99,2.967156,-0.007699999999999818
1853.0,2.967079,-0.011600000000015598
1853.01,2.966924,-0.023150000000015325
1853.02,2.966616,-0.027000000000015234
1853.03,2.966384,-0.011599999999987176
1853.04,2.966384,-0.0038500000000283308
1853.05,2.966307,-0.011550000000028149
1853.06,2.966153,-0.007699999999999818
1853.07,2.966153,0.0
